54320	boring , uninspiring , uptight and snappy 	boring\B ,\O uninspiring\O ,\O uptight\O and\O snappy\O 	boring\B ,\O uninspiring\O ,\O uptight\O and\O snappy\O 
43865	Her accent makes it very hard for her students to understand her . she yells when she talks so it makes it worse . She always seems to be in a bad mood . She gets irritated when you ask questions . She also rushes you to finsh your lab . I would not recommend taking her for Chemistry 1030-LAB ! 	Her\O accent\O makes\O it\O very\O hard\O for\O her\O students\O to\O understand\O her\O .\O she\O yells\O when\O she\O talks\O so\O it\O makes\O it\O worse\O .\O She\O always\O seems\O to\O be\O in\O a\O bad\O mood\O .\O She\O gets\O irritated\O when\O you\O ask\O questions\O .\O She\O also\O rushes\O you\O to\O finsh\O your\O lab\O .\O I\O would\O not\O recommend\O taking\O her\B for\O Chemistry\O 1030-LAB\O !\O 	Her\O accent\O makes\O it\O very\O hard\O for\O her\O students\O to\O understand\O her\O .\O she\O yells\O when\O she\O talks\O so\O it\O makes\O it\O worse\O .\O She\O always\O seems\O to\O be\O in\O a\O bad\O mood\O .\O She\O gets\O irritated\O when\O you\O ask\O questions\O .\O She\O also\O rushes\O you\O to\O finsh\O your\O lab\O .\O I\O would\B not\I recommend\I taking\O her\O for\O Chemistry\O 1030-LAB\O !\O 
47282	Great class , great teacher . Hilarious , but 75 % of your grade is based on in class quizzes . But if you do the reading you will be fine . 	Great\O class\O ,\O great\O teacher\O .\O Hilarious\B ,\O but\O 75\O %\O of\O your\O grade\O is\O based\O on\O in\O class\O quizzes\O .\O But\O if\O you\O do\O the\O reading\O you\O will\O be\O fine\O .\O 	Great\O class\O ,\O great\O teacher\O .\O Hilarious\B ,\O but\O 75\O %\O of\O your\O grade\O is\O based\O on\O in\O class\O quizzes\O .\O But\O if\O you\O do\O the\O reading\O you\O will\O be\O fine\O .\O 
61410	Rambles a lot but does not give tests . Show up , do the assignments and you can get an A 	Rambles\B a\O lot\O but\O does\O not\O give\O tests\O .\O Show\O up\O ,\O do\O the\O assignments\O and\O you\O can\O get\O an\O A\O 	Rambles\O a\O lot\B but\O does\O not\O give\O tests\O .\O Show\O up\O ,\O do\O the\O assignments\O and\O you\O can\O get\O an\O A\O 
7422	Hands down my favorite instructor at Green River . Went into the class not expecting much but turned out amazing . He is extremely helpful and will go out of his way to help students . Lectures are informative and interesting . Very understanding of your mistakes and works with you to fix them . A+ teacher all around . 	Hands\O down\O my\O favorite\O instructor\O at\O Green\O River\O .\O Went\O into\O the\O class\O not\O expecting\O much\O but\O turned\O out\O amazing\O .\O He\O is\O extremely\O helpful\B and\O will\O go\O out\O of\O his\O way\O to\O help\O students\O .\O Lectures\O are\O informative\O and\O interesting\O .\O Very\O understanding\O of\O your\O mistakes\O and\O works\O with\O you\O to\O fix\O them\O .\O A+\O teacher\O all\O around\O .\O 	Hands\O down\O my\O favorite\O instructor\O at\O Green\O River\O .\O Went\O into\O the\O class\O not\O expecting\O much\O but\O turned\O out\O amazing\O .\O He\O is\O extremely\B helpful\O and\O will\O go\O out\O of\O his\O way\O to\O help\O students\O .\O Lectures\O are\O informative\O and\O interesting\O .\O Very\O understanding\O of\O your\O mistakes\O and\O works\O with\O you\O to\O fix\O them\O .\O A+\O teacher\O all\O around\O .\O 
51231	Super easy but be ready to sit in class while he rambles about things that have absolutely nothing to do with biology or your lesson . 	Super\O easy\O but\O be\O ready\O to\O sit\O in\O class\O while\O he\O rambles\B about\I things\I that\O have\O absolutely\O nothing\O to\O do\O with\O biology\O or\O your\O lesson\O .\O 	Super\O easy\O but\O be\O ready\O to\O sit\O in\O class\O while\O he\O rambles\O about\O things\O that\O have\O absolutely\B nothing\I to\I do\I with\I biology\I or\I your\I lesson\I .\O 
9445	Eierman makes it very easy to do well . Lets you use a 3x5 notecard on every exam . Gives goals and objectives sheets for every exam , that tell exactly what will be on the test . Hands out practice exams before the test , and sometimes questions come exactly off the practice tests.If you have questions , just ask , he\ 's very helpful . 	Eierman\O makes\O it\O very\O easy\O to\O do\O well\O .\O Lets\O you\O use\O a\O 3x5\O notecard\O on\O every\O exam\O .\O Gives\O goals\O and\O objectives\O sheets\O for\O every\O exam\O ,\O that\O tell\O exactly\O what\O will\O be\O on\O the\O test\O .\O Hands\O out\O practice\O exams\O before\O the\O test\O ,\O and\O sometimes\O questions\O come\O exactly\O off\O the\O practice\O tests.If\O you\O have\O questions\O ,\O just\O ask\O ,\O he\\O 's\O very\O helpful\B .\O 	Eierman\O makes\O it\O very\O easy\O to\O do\O well\O .\O Lets\O you\O use\O a\O 3x5\O notecard\O on\O every\O exam\O .\O Gives\O goals\O and\O objectives\O sheets\O for\O every\O exam\O ,\O that\O tell\O exactly\O what\O will\O be\O on\O the\O test\O .\O Hands\O out\O practice\O exams\O before\O the\O test\O ,\O and\O sometimes\O questions\O come\O exactly\O off\O the\O practice\O tests.If\O you\O have\O questions\O ,\O just\O ask\O ,\O he\\O 's\O very\B helpful\O .\O 
43113	Science Fiction and Fantasy Lit is a great class , both because of the subject matter and because of Prof. Jackson . She assigns stories for nearly every class , but they\ 're all things you can knock out in an hour or two , at most . Do the reading and you\ 'll ace the quizzes , plus she\ 's more than willing to review papers and offer useful suggestions . 	Science\O Fiction\O and\O Fantasy\O Lit\O is\O a\O great\O class\O ,\O both\O because\O of\O the\O subject\O matter\O and\O because\O of\O Prof.\B Jackson\I .\O She\O assigns\O stories\O for\O nearly\O every\O class\O ,\O but\O they\\O 're\O all\O things\O you\O can\O knock\O out\O in\O an\O hour\O or\O two\O ,\O at\O most\O .\O Do\O the\O reading\O and\O you\\O 'll\O ace\O the\O quizzes\O ,\O plus\O she\\O 's\O more\O than\O willing\O to\O review\O papers\O and\O offer\O useful\O suggestions\O .\O 	Science\O Fiction\O and\O Fantasy\O Lit\O is\O a\O great\B class\O ,\O both\O because\O of\O the\O subject\O matter\O and\O because\O of\O Prof.\O Jackson\O .\O She\O assigns\O stories\O for\O nearly\O every\O class\O ,\O but\O they\\O 're\O all\O things\O you\O can\O knock\O out\O in\O an\O hour\O or\O two\O ,\O at\O most\O .\O Do\O the\O reading\O and\O you\\O 'll\O ace\O the\O quizzes\O ,\O plus\O she\\O 's\O more\O than\O willing\O to\O review\O papers\O and\O offer\O useful\O suggestions\O .\O 
56100	Mentally the best prof . I have ever had . He pushed my mind to new creative levels . Love him ! If you open your mind to him you can only gain . 	Mentally\O the\O best\O prof\B .\O I\O have\O ever\O had\O .\O He\O pushed\O my\O mind\O to\O new\O creative\O levels\O .\O Love\O him\O !\O If\O you\O open\O your\O mind\O to\O him\O you\O can\O only\O gain\O .\O 	Mentally\B the\I best\I prof\O .\O I\O have\O ever\O had\O .\O He\O pushed\O my\O mind\O to\O new\O creative\O levels\O .\O Love\O him\O !\O If\O you\O open\O your\O mind\O to\O him\O you\O can\O only\O gain\O .\O 
47720	Great Professor . Laughs at his own jokes . Pay for my accounting lab and use it ! ! ! ! He grades fair but does require you to know the material . 	Great\O Professor\B .\O Laughs\O at\O his\O own\O jokes\O .\O Pay\O for\O my\O accounting\O lab\O and\O use\O it\O !\O !\O !\O !\O He\O grades\O fair\O but\O does\O require\O you\O to\O know\O the\O material\O .\O 	Great\B Professor\O .\O Laughs\O at\O his\O own\O jokes\O .\O Pay\O for\O my\O accounting\O lab\O and\O use\O it\O !\O !\O !\O !\O He\O grades\O fair\O but\O does\O require\O you\O to\O know\O the\O material\O .\O 
51523	Great guy , really into what he teaches . He actually used ecollege ( unlike other professors ) . Highly recommend him for any class he teaches . 	Great\O guy\O ,\O really\O into\O what\O he\O teaches\O .\O He\O actually\O used\O ecollege\O (\O unlike\O other\O professors\O )\O .\O Highly\O recommend\O him\B for\O any\O class\O he\O teaches\O .\O 	Great\O guy\O ,\O really\O into\O what\O he\O teaches\O .\O He\O actually\O used\O ecollege\O (\O unlike\O other\O professors\O )\O .\O Highly\B recommend\I him\O for\O any\O class\O he\O teaches\O .\O 
51000	She\ 's a good proffesor if your interested . Her test are difficult but she\ 's just preparing you for what you have to take next . 	She\\O 's\O a\O good\O proffesor\B if\O your\O interested\O .\O Her\O test\O are\O difficult\O but\O she\\O 's\O just\O preparing\O you\O for\O what\O you\O have\O to\O take\O next\O .\O 	She\\O 's\O a\O good\B proffesor\O if\O your\O interested\O .\O Her\O test\O are\O difficult\O but\O she\\O 's\O just\O preparing\O you\O for\O what\O you\O have\O to\O take\O next\O .\O 
18994	I really enjoyed his class . Great guy . He was fun and interesting to listen to . Some of the points he makes really make you think . 	I\O really\O enjoyed\O his\O class\O .\O Great\O guy\O .\O He\O was\O fun\O and\O interesting\O to\O listen\O to\O .\O Some\O of\O the\O points\O he\O makes\O really\O make\B you\I think\I .\O 	I\O really\O enjoyed\O his\O class\O .\O Great\O guy\O .\O He\O was\O fun\O and\O interesting\O to\O listen\O to\O .\O Some\O of\O the\O points\O he\O makes\O really\B make\O you\O think\O .\O 
19791	Her passion , extensive knowledge and understanding of children definately shines through each lecture 	Her\O passion\O ,\O extensive\O knowledge\B and\O understanding\O of\O children\O definately\O shines\O through\O each\O lecture\O 	Her\O passion\O ,\O extensive\B knowledge\O and\O understanding\O of\O children\O definately\O shines\O through\O each\O lecture\O 
51822	Great professor and hilarious . I\ 'd recommend taking him in the fall though . Taking him in the summer , four days a week is tougher to manage . 	Great\O professor\O and\O hilarious\O .\O I\\O 'd\O recommend\O taking\O him\B in\O the\O fall\O though\O .\O Taking\O him\O in\O the\O summer\O ,\O four\O days\O a\O week\O is\O tougher\O to\O manage\O .\O 	Great\O professor\O and\O hilarious\O .\O I\\O 'd\O recommend\B taking\I him\O in\O the\O fall\O though\O .\O Taking\O him\O in\O the\O summer\O ,\O four\O days\O a\O week\O is\O tougher\O to\O manage\O .\O 
11123	This teacher is HARD ! ! he try\ 's to trick you on tests , there is A LOT of outside homework . I wound not take this class . He makes students feel dumb for asking questions , and there is a pretty big paper you have to do . 	This\O teacher\O is\O HARD\O !\O !\O he\O try\\O 's\O to\O trick\O you\O on\O tests\O ,\O there\O is\O A\O LOT\O of\O outside\O homework\O .\O I\O wound\O not\O take\O this\O class\B .\O He\O makes\O students\O feel\O dumb\O for\O asking\O questions\O ,\O and\O there\O is\O a\O pretty\O big\O paper\O you\O have\O to\O do\O .\O 	This\O teacher\O is\O HARD\O !\O !\O he\O try\\O 's\O to\O trick\O you\O on\O tests\O ,\O there\O is\O A\O LOT\O of\O outside\O homework\O .\O I\O wound\B not\I take\I this\O class\O .\O He\O makes\O students\O feel\O dumb\O for\O asking\O questions\O ,\O and\O there\O is\O a\O pretty\O big\O paper\O you\O have\O to\O do\O .\O 
26871	The lecture was really interesting as Mr.Bob was explaining the theories with real world applications.The ideas and the concepts were discussed in a simple step by step manner enabling us to grasp easily.The experience and the knowledge he had related to the field made him trustworthy.and it was really helpful as the lecture was conducted in our 2nd week in the department ... 	The\O lecture\O was\O really\O interesting\O as\O Mr.Bob\O was\O explaining\O the\O theories\O with\O real\O world\O applications.The\O ideas\O and\O the\O concepts\O were\O discussed\B in\O a\O simple\O step\O by\O step\O manner\O enabling\O us\O to\O grasp\O easily.The\O experience\O and\O the\O knowledge\O he\O had\O related\O to\O the\O field\O made\O him\O trustworthy.and\O it\O was\O really\O helpful\O as\O the\O lecture\O was\O conducted\O in\O our\O 2nd\O week\O in\O the\O department\O ...\O 	The\O lecture\O was\O really\O interesting\O as\O Mr.Bob\O was\O explaining\O the\O theories\O with\O real\O world\O applications.The\O ideas\O and\O the\O concepts\O were\O discussed\O in\O a\O simple\O step\O by\O step\O manner\O enabling\B us\I to\I grasp\I easily\I .The\O experience\O and\O the\O knowledge\O he\O had\O related\O to\O the\O field\O made\O him\O trustworthy.and\O it\O was\O really\O helpful\O as\O the\O lecture\O was\O conducted\O in\O our\O 2nd\O week\O in\O the\O department\O ...\O 
24251	The lectures were well organized and detailed . 	The\O lectures\B were\O well\O organized\O and\O detailed\O .\O 	The\O lectures\O were\O well\O organized\O and\O detailed\B .\O 
20253	Thick accent , hard to understand but straight forward , follows the book . His tests are not very hard and he is very liberal with his grading . 	Thick\O accent\O ,\O hard\O to\O understand\O but\O straight\O forward\O ,\O follows\O the\O book\O .\O His\O tests\B are\O not\O very\O hard\O and\O he\O is\O very\O liberal\O with\O his\O grading\O .\O 	Thick\O accent\O ,\O hard\O to\O understand\O but\O straight\O forward\O ,\O follows\O the\O book\O .\O His\O tests\O are\O not\B very\I hard\I and\O he\O is\O very\O liberal\O with\O his\O grading\O .\O 
5420	This is the one module I could really enjoy , even though networking/communication is n't usually interesting to me . Thank you Professor ! I appreciated the videos of past lectures which were uploaded on Moodle , they were very helpful . Compared to the other modules , this one helped me learn a lot without giving a lot of stress , and I enjoyed Professor 's way of teaching . Thank you Sir , keep up the good work : ) 	This\O is\O the\O one\O module\B I\O could\O really\O enjoy\O ,\O even\O though\O networking/communication\O is\O n't\O usually\O interesting\O to\O me\O .\O Thank\O you\O Professor\O !\O I\O appreciated\O the\O videos\O of\O past\O lectures\O which\O were\O uploaded\O on\O Moodle\O ,\O they\O were\O very\O helpful\O .\O Compared\O to\O the\O other\O modules\O ,\O this\O one\O helped\O me\O learn\O a\O lot\O without\O giving\O a\O lot\O of\O stress\O ,\O and\O I\O enjoyed\O Professor\O 's\O way\O of\O teaching\O .\O Thank\O you\O Sir\O ,\O keep\O up\O the\O good\O work\O :\O )\O 	This\O is\O the\O one\O module\O I\O could\O really\B enjoy\I ,\O even\O though\O networking/communication\O is\O n't\O usually\O interesting\O to\O me\O .\O Thank\O you\O Professor\O !\O I\O appreciated\O the\O videos\O of\O past\O lectures\O which\O were\O uploaded\O on\O Moodle\O ,\O they\O were\O very\O helpful\O .\O Compared\O to\O the\O other\O modules\O ,\O this\O one\O helped\O me\O learn\O a\O lot\O without\O giving\O a\O lot\O of\O stress\O ,\O and\O I\O enjoyed\O Professor\O 's\O way\O of\O teaching\O .\O Thank\O you\O Sir\O ,\O keep\O up\O the\O good\O work\O :\O )\O 
44093	I didn\'t last long in this class . The man barely speaks English , therefore , he has issues answering any questions in class . He is rude and is very blunt with his feelings on the overall class grade . Whatever you do , AVOID this class unless Spanish is your primary language . 	I\O didn\'t\O last\O long\O in\O this\O class\O .\O The\O man\O barely\O speaks\O English\O ,\O therefore\O ,\O he\O has\O issues\O answering\O any\O questions\O in\O class\O .\O He\O is\O rude\B and\O is\O very\O blunt\O with\O his\O feelings\O on\O the\O overall\O class\O grade\O .\O Whatever\O you\O do\O ,\O AVOID\O this\O class\O unless\O Spanish\O is\O your\O primary\O language\O .\O 	I\O didn\'t\O last\O long\O in\O this\O class\O .\O The\O man\O barely\O speaks\O English\O ,\O therefore\O ,\O he\O has\O issues\O answering\O any\O questions\O in\O class\O .\O He\O is\O rude\B and\O is\O very\O blunt\O with\O his\O feelings\O on\O the\O overall\O class\O grade\O .\O Whatever\O you\O do\O ,\O AVOID\O this\O class\O unless\O Spanish\O is\O your\O primary\O language\O .\O 
